word,partOfSpeech,meaning,example,translation,synonyms,collocation,category,level
badge,noun,名牌；徽章,Please review the badge before the meeting.,請在會議前確認這項名牌。,-,badge details,Business,Basic
invite,verb,邀請,Please invite the document before Friday.,請在星期五前邀請這份文件。,ask for; ask over,invite a request,Business,Basic
host,verb,主辦；主持,Please host the document before Friday.,請在星期五前主辦這份文件。,-,host a request,Business,Basic
sponsor,noun,贊助者,Please review the sponsor before the meeting.,請在會議前確認這項贊助者。,patron; supporter,sponsor details,Business,Intermediate
sponsorship,noun,贊助,Please review the sponsorship before the meeting.,請在會議前確認這項贊助。,-,sponsorship details,Business,Advanced
publicity,noun,宣傳；曝光,Please review the publicity before the meeting.,請在會議前確認這項宣傳。,promotion; promotional material,publicity details,Business,Advanced
advertising,noun,廣告；廣告業,Please review the advertising before the meeting.,請在會議前確認這項廣告。,ad; advertisement,advertising details,Business,Intermediate
promotional,adjective,促銷的,The company needs a promotional solution for this issue.,公司需要一個促銷的的解決方案來處理這個問題。,-,promotional service,Shopping,Intermediate
clearance,noun,清倉；通關,Please review the clearance before the meeting.,請在會議前確認這項清倉。,headroom; headway,clearance information,Shopping,Intermediate
budget-friendly,adjective,符合預算的,The company needs a budget friendly solution for this issue.,公司需要一個符合預算的的解決方案來處理這個問題。,-,budget-friendly service,Shopping,Intermediate
luxury,noun,奢侈品；豪華,Please review the luxury before the meeting.,請在會議前確認這項奢侈品。,lavishness; sumptuosity,luxury information,Shopping,Intermediate
upscale,adjective,高檔的,The company needs an upscale solution for this issue.,公司需要一個高檔的的解決方案來處理這個問題。,-,upscale service,Shopping,Advanced
exclusive,adjective,獨家的；專用的,The company needs an exclusive solution for this issue.,公司需要一個獨家的的解決方案來處理這個問題。,sole; single,exclusive policy,Business,Intermediate
limited-time,adjective,限時的,The company needs a limited time solution for this issue.,公司需要一個限時的的解決方案來處理這個問題。,-,limited-time service,Shopping,Intermediate
subscribe,verb,訂閱,Please subscribe the document before Friday.,請在星期五前訂閱這份文件。,sign; support,subscribe a request,Business,Intermediate
subscriber,noun,訂閱者,Please review the subscriber before the meeting.,請在會議前確認這項訂閱者。,endorser; indorser,subscriber details,Business,Intermediate
member,noun,會員；成員,Please review the member before the meeting.,請在會議前確認這項會員。,fellow member; extremity,member details,Business,Basic
loyalty,noun,忠誠；忠誠度,Please review the loyalty before the meeting.,請在會議前確認這項忠誠。,trueness; commitment,loyalty information,Customer Service,Intermediate
questionnaire,noun,問卷,Please review the questionnaire before the meeting.,請在會議前確認這項問卷。,-,questionnaire information,Customer Service,Advanced
rating,noun,評分；等級,Please review the rating before the meeting.,請在會議前確認這項評分。,evaluation; valuation,rating information,Customer Service,Intermediate
hotline,noun,服務專線,Please review the hotline before the meeting.,請在會議前確認這項服務專線。,-,hotline information,Customer Service,Intermediate
expired,adjective,過期的,The company needs an expired solution for this issue.,公司需要一個過期的的解決方案來處理這個問題。,-,expired policy,Business,Intermediate
expiration,noun,到期；期滿,Please review the expiration before the meeting.,請在會議前確認這項到期。,termination; expiry,expiration details,Business,Advanced
extend,verb,延長；擴展,Please extend the document before Friday.,請在星期五前延長這份文件。,widen; broaden,extend a request,Business,Intermediate
reschedule,verb,重新安排時間,Please reschedule the document before Friday.,請在星期五前重新安排時間這份文件。,-,reschedule a request,Business,Intermediate
notification,noun,通知,Please review the notification before the meeting.,請在會議前確認這項通知。,presentment; telling,notification information,Customer Service,Intermediate
announce,verb,宣布；公告,Please announce the document before Friday.,請在星期五前宣布這份文件。,denote; declare,announce a request,Business,Basic
reminder,noun,提醒,Please review the reminder before the meeting.,請在會議前確認這項提醒。,admonisher; monitor,reminder information,Office,Basic
letter,noun,信件,Please review the letter before the meeting.,請在會議前確認這項信件。,missive; letter of the alphabet,letter information,Office,Basic
correspondence,noun,通信；信件往來,Please review the correspondence before the meeting.,請在會議前確認這項通信。,agreement; commensurateness,correspondence information,Office,Advanced
mailing,noun,郵寄；郵件發送,Please review the mailing before the meeting.,請在會議前確認這項郵寄。,posting,mailing information,Office,Intermediate
envelope,noun,信封,Please review the envelope before the meeting.,請在會議前確認這項信封。,-,envelope information,Office,Basic
recipient,noun,收件人,Please review the recipient before the meeting.,請在會議前確認這項收件人。,receiver; recipient role,recipient information,Office,Intermediate
sender,noun,寄件人,Please review the sender before the meeting.,請在會議前確認這項寄件人。,transmitter,sender information,Office,Basic
reply,verb,回覆,Please reply to the customer before noon.,請在中午前回覆顧客。,answer; respond,reply a request,Office,Basic
inbox,noun,收件匣,Please review the inbox before the meeting.,請在會議前確認這項收件匣。,-,inbox information,Office,Basic
